start_timestamp,end_timestamp,window_size,accuracy,time_s,ellapsed_m,skipped
2020-07-15 00:00:00,2020-07-15 12:00:00,12,30,3.15,0.1,False
2020-07-15 12:00:00,2020-07-16 00:00:00,12,30,3.04,0.1,False
2020-07-16 00:00:00,2020-07-16 12:00:00,12,30,3.84,0.2,False
2020-07-16 12:00:00,2020-07-17 00:00:00,12,30,2.45,0.2,False
2020-07-16 21:00:00,2020-07-17 00:00:00,12,30,2.43,0.0,False
2020-07-16 21:00:00,2020-07-17 00:00:00,12,30,2.13,0.0,False
2020-07-16 21:00:00,2020-07-17 00:00:00,12,30,3.33,0.1,False
2020-07-20 19:00:00,2020-07-21 00:00:00,12,30,2.76,0.0,False
2020-07-21 00:00:00,2020-07-21 12:00:00,12,30,3.16,0.1,False
2020-07-21 12:00:00,2020-07-22 00:00:00,12,30,3.64,0.1,False
2020-07-22 00:00:00,2020-07-22 12:00:00,12,30,3.85,0.1,False
2020-07-22 12:00:00,2020-07-23 00:00:00,12,30,4.14,0.1,False
