start_timestamp,end_timestamp,window_size,accuracy,time_s,ellapsed_m,skipped
2020-07-09 22:00:00,2020-07-10 00:00:00,12,30,2.91,0.0,False
2020-07-09 22:00:00,2020-07-10 00:00:00,12,30,5.53,0.1,False
2020-07-09 22:00:00,2020-07-10 00:00:00,12,30,3.14,0.1,False
2020-07-09 22:00:00,2020-07-10 00:00:00,12,30,2.84,0.0,False
2020-07-09 22:00:00,2020-07-10 00:00:00,12,30,2.19,0.0,False
2020-07-09 22:00:00,2020-07-10 00:00:00,12,30,2.56,0.0,False
2020-07-09 22:00:00,2020-07-10 00:00:00,12,30,2.84,0.0,False
2020-07-09 22:00:00,2020-07-10 00:00:00,12,30,2.78,0.0,False
2020-07-09 22:00:00,2020-07-10 00:00:00,12,30,2.81,0.0,False
2020-07-15 00:00:00,2020-07-15 12:00:00,12,30,2.5,0.0,False
2020-07-15 12:00:00,2020-07-16 00:00:00,12,30,2.5,0.1,False
2020-07-16 00:00:00,2020-07-16 12:00:00,12,30,2.21,0.1,False
2020-07-16 12:00:00,2020-07-17 00:00:00,12,30,2.55,0.2,False
2020-07-16 19:00:00,2020-07-17 00:00:00,12,30,2.18,0.0,False
2020-07-16 19:00:00,2020-07-17 00:00:00,12,30,2.24,0.0,False
2020-07-16 19:00:00,2020-07-17 00:00:00,12,30,2.24,0.0,False
2020-07-16 19:00:00,2020-07-17 00:00:00,12,30,2.69,0.0,False
2020-07-20 20:00:00,2020-07-21 00:00:00,12,30,3.84,0.1,False
2020-07-21 00:00:00,2020-07-21 12:00:00,12,30,2.87,0.0,False
2020-07-21 12:00:00,2020-07-22 00:00:00,12,30,2.52,0.1,False
2020-07-22 00:00:00,2020-07-22 12:00:00,12,30,2.77,0.0,False
2020-07-22 12:00:00,2020-07-23 00:00:00,12,30,3.5,0.1,False
2020-07-23 00:00:00,2020-07-23 12:00:00,12,30,4.3,0.1,False
2020-07-23 12:00:00,2020-07-24 00:00:00,12,30,2.89,0.1,False
2020-07-24 00:00:00,2020-07-24 12:00:00,12,30,2.64,0.0,False
2020-07-24 12:00:00,2020-07-25 00:00:00,12,30,2.6,0.1,False
2020-07-25 00:00:00,2020-07-25 12:00:00,12,30,3.45,0.1,False
2020-07-25 12:00:00,2020-07-26 00:00:00,12,30,3.47,0.1,False
2020-07-26 00:00:00,2020-07-26 12:00:00,12,30,2.57,0.2,False
2020-07-26 12:00:00,2020-07-27 00:00:00,12,30,4.68,0.2,False
2020-07-27 00:00:00,2020-07-27 12:00:00,12,30,3.18,0.1,False
2020-07-27 12:00:00,2020-07-28 00:00:00,12,30,3.07,0.1,False
2020-07-28 00:00:00,2020-07-28 12:00:00,12,30,2.96,0.0,False
2020-07-28 12:00:00,2020-07-29 00:00:00,12,30,3.12,0.1,False
2020-07-29 00:00:00,2020-07-29 12:00:00,12,30,3.42,0.2,False
2020-07-29 12:00:00,2020-07-30 00:00:00,12,30,5.27,0.2,False
2020-07-30 00:00:00,2020-07-30 12:00:00,12,30,5.77,0.3,False
2020-07-30 12:00:00,2020-07-31 00:00:00,12,30,5.45,0.4,False
2020-07-31 00:00:00,2020-07-31 12:00:00,12,30,3.46,0.5,False
2020-07-31 12:00:00,2020-08-01 00:00:00,12,30,2.66,0.5,False
