lat,lon,total,geometry,type
3.7531420915341656,-76.32684718218833,1,POINT (-76.32684718218833 3.753142091534166),top_contacts
3.7554488538598205,-76.32633380516036,1,POINT (-76.32633380516036 3.755448853859821),top_contacts
3.753716274769433,-76.3267814671314,4,POINT (-76.3267814671314 3.753716274769433),top_contacts
3.4585246826806584,-76.4830897608184,1,POINT (-76.4830897608184 3.458524682680658),top_contacts
3.4594719764941835,-76.46251068156471,20,POINT (-76.46251068156471 3.459471976494183),top_contacts
3.4851515653259115,-76.48307848739438,1,POINT (-76.48307848739438 3.485151565325912),top_contacts
3.495182406974306,-76.49820347804204,1,POINT (-76.49820347804204 3.495182406974306),top_contacts
3.498628998853339,-76.49287548406761,1,POINT (-76.49287548406761 3.498628998853339),top_contacts
3.551407933105229,-76.30544502660567,4,POINT (-76.30544502660567 3.551407933105229),top_contacts
3.55358835794214,-76.30884418246042,8,POINT (-76.30884418246042 3.55358835794214),top_contacts
3.754919480890348,-76.32699620782688,2,POINT (-76.32699620782688 3.754919480890348),top_contacts
3.754612663333097,-76.32930634833022,1,POINT (-76.32930634833022 3.754612663333097),top_contacts
3.753731901845539,-76.32901265589447,1,POINT (-76.32901265589447 3.753731901845539),top_contacts
3.755228944545303,-76.32777362158947,1,POINT (-76.32777362158947 3.755228944545303),top_contacts
3.4565438973314,-76.46117768708712,1,POINT (-76.46117768708712 3.4565438973314),top_contacts
3.4567390752368157,-76.46297707509181,19,POINT (-76.46297707509181 3.456739075236816),top_contacts
3.4609235855751193,-76.46376326551602,1,POINT (-76.46376326551602 3.460923585575119),top_contacts
3.494631857174023,-76.49283061992948,5,POINT (-76.49283061992948 3.494631857174023),top_contacts
3.4961614915864305,-76.4990038032579,1,POINT (-76.49900380325791 3.496161491586431),top_contacts
3.5515991865674286,-76.30581877219258,9,POINT (-76.30581877219258 3.551599186567429),top_contacts
3.5526664145109415,-76.30952242014945,8,POINT (-76.30952242014945 3.552666414510941),top_contacts
3.754055026270384,-76.32678165792038,1,POINT (-76.32678165792038 3.754055026270384),top_contacts
3.7549104660227663,-76.32760123820732,1,POINT (-76.32760123820732 3.754910466022766),top_contacts
3.7532177506997,-76.3259838654337,1,POINT (-76.3259838654337 3.7532177506997),top_contacts
3.7536150956535894,-76.32666971522912,1,POINT (-76.32666971522912 3.753615095653589),top_contacts
3.753563323573147,-76.32822805253598,1,POINT (-76.32822805253598 3.753563323573147),top_contacts
3.7545546845921263,-76.32712269838952,1,POINT (-76.32712269838952 3.754554684592126),top_contacts
3.754637825771012,-76.32711843522961,1,POINT (-76.32711843522961 3.754637825771012),top_contacts
3.754366677329913,-76.3241872208353,1,POINT (-76.3241872208353 3.754366677329913),top_contacts
3.754637835627132,-76.32736820045318,1,POINT (-76.32736820045318 3.754637835627132),top_contacts
3.4552007871679233,-76.46195247216968,1,POINT (-76.46195247216968 3.455200787167923),top_contacts
3.458327102475505,-76.4848940824138,1,POINT (-76.4848940824138 3.458327102475505),top_contacts
3.457166699847662,-76.46476731596887,25,POINT (-76.46476731596887 3.457166699847662),top_contacts
3.4884277263778793,-76.46261390414207,1,POINT (-76.46261390414207 3.488427726377879),top_contacts
3.490359862930245,-76.49119134371209,1,POINT (-76.49119134371209 3.490359862930245),top_contacts
3.4922099126890065,-76.49406225919724,1,POINT (-76.49406225919724 3.492209912689006),top_contacts
3.4951572119751213,-76.4988054443482,2,POINT (-76.49880544434821 3.495157211975121),top_contacts
3.541029231361399,-76.24288440970915,1,POINT (-76.24288440970915 3.541029231361399),top_contacts
3.5515751880282163,-76.30589891309847,1,POINT (-76.30589891309847 3.551575188028216),top_contacts
3.553772298192192,-76.31062259341809,14,POINT (-76.31062259341809 3.553772298192192),top_contacts
3.7545662872872563,-76.32644405241555,1,POINT (-76.32644405241555 3.754566287287256),top_contacts
3.7545008299096945,-76.32637429912185,1,POINT (-76.32637429912185 3.754500829909694),top_contacts
3.7555837829766223,-76.32740720922914,1,POINT (-76.32740720922914 3.755583782976622),top_contacts
3.754143523923691,-76.32842649183465,1,POINT (-76.32842649183465 3.754143523923691),top_contacts
3.7542271418595554,-76.32673908883399,1,POINT (-76.32673908883399 3.754227141859555),top_contacts
3.7534460076508056,-76.32549127824642,3,POINT (-76.32549127824642 3.753446007650806),top_contacts
3.7533742837308286,-76.32549950137381,1,POINT (-76.32549950137381 3.753374283730829),top_contacts
3.755247219017287,-76.32477004755748,1,POINT (-76.32477004755748 3.755247219017287),top_contacts
3.7528560949038825,-76.32681605660682,1,POINT (-76.32681605660682 3.752856094903883),top_contacts
3.7539060958422663,-76.3278638453938,1,POINT (-76.32786384539379 3.753906095842266),top_contacts
3.7536413270520406,-76.32773075687587,1,POINT (-76.32773075687587 3.753641327052041),top_contacts
3.7538993317148965,-76.3261441315131,1,POINT (-76.3261441315131 3.753899331714897),top_contacts
3.753446778477433,-76.32662457122349,1,POINT (-76.32662457122349 3.753446778477433),top_contacts
3.7543193190493276,-76.32577912197148,1,POINT (-76.32577912197148 3.754319319049328),top_contacts
3.456688791996338,-76.48433512618553,3,POINT (-76.48433512618553 3.456688791996338),top_contacts
3.45829147103612,-76.46283261811155,38,POINT (-76.46283261811155 3.45829147103612),top_contacts
3.4769183816024096,-76.47654974403947,1,POINT (-76.47654974403947 3.47691838160241),top_contacts
3.552455578722114,-76.30513911386673,3,POINT (-76.30513911386673 3.552455578722114),top_contacts
3.553385703502766,-76.30858333677867,11,POINT (-76.30858333677867 3.553385703502766),top_contacts
3.751998785158661,-76.32587290725027,1,POINT (-76.32587290725027 3.751998785158661),top_contacts
3.753653362230069,-76.32721932109169,2,POINT (-76.32721932109169 3.753653362230069),top_contacts
3.756367850412297,-76.32645019698442,1,POINT (-76.32645019698442 3.756367850412297),top_contacts
3.754904068120194,-76.32674935705751,1,POINT (-76.32674935705751 3.754904068120194),top_contacts
3.7551978399624244,-76.32650936391705,1,POINT (-76.32650936391705 3.755197839962424),top_contacts
3.754390415805658,-76.32650863931879,1,POINT (-76.32650863931879 3.754390415805658),top_contacts
3.754543241970456,-76.3265943055209,1,POINT (-76.3265943055209 3.754543241970456),top_contacts
3.4584652155643667,-76.48355401688717,3,POINT (-76.48355401688717 3.458465215564367),top_contacts
3.459934232523584,-76.46428978700054,40,POINT (-76.46428978700054 3.459934232523584),top_contacts
3.484430048251793,-76.48449620504259,1,POINT (-76.48449620504259 3.484430048251793),top_contacts
3.5522779037390233,-76.30539384941544,5,POINT (-76.30539384941544 3.552277903739023),top_contacts
3.550501200105313,-76.30896508833227,5,POINT (-76.30896508833227 3.550501200105313),top_contacts
3.753643915788484,-76.32714154294621,1,POINT (-76.32714154294621 3.753643915788484),top_contacts
3.7552641750720763,-76.32678189755478,1,POINT (-76.32678189755478 3.755264175072076),top_contacts
3.753204792537612,-76.32692930083796,1,POINT (-76.32692930083796 3.753204792537612),top_contacts
3.7543441155080295,-76.32463570088437,1,POINT (-76.32463570088437 3.754344115508029),top_contacts
3.7541725067865066,-76.32720393327554,1,POINT (-76.32720393327554 3.754172506786507),top_contacts
3.7555075980258423,-76.32560702906677,1,POINT (-76.32560702906677 3.755507598025842),top_contacts
3.753772334555848,-76.3263154895803,1,POINT (-76.3263154895803 3.753772334555848),top_contacts
3.755422210582356,-76.32621912649316,1,POINT (-76.32621912649316 3.755422210582356),top_contacts
3.7551479564570363,-76.32636707429391,1,POINT (-76.32636707429391 3.755147956457036),top_contacts
3.753114655316004,-76.32670481397213,1,POINT (-76.32670481397213 3.753114655316004),top_contacts
3.7546325782951953,-76.32432884885014,1,POINT (-76.32432884885014 3.754632578295195),top_contacts
3.754385237282618,-76.3272435229661,1,POINT (-76.3272435229661 3.754385237282618),top_contacts
3.755108190562274,-76.32794227474332,1,POINT (-76.32794227474332 3.755108190562274),top_contacts
3.4586771133104017,-76.46392267631003,47,POINT (-76.46392267631003 3.458677113310402),top_contacts
3.4960517219437084,-76.49672458716456,1,POINT (-76.49672458716456 3.496051721943708),top_contacts
3.5522202069125175,-76.30388971187087,5,POINT (-76.30388971187087 3.552220206912517),top_contacts
3.551931637244545,-76.30987554954947,14,POINT (-76.30987554954947 3.551931637244545),top_contacts
3.736288757751163,-76.336892138394,1,POINT (-76.33689213839401 3.736288757751163),top_contacts
3.7362142205158806,-76.33451421563622,1,POINT (-76.33451421563622 3.736214220515881),top_contacts
3.7392430298852664,-76.33407974602275,1,POINT (-76.33407974602275 3.739243029885266),top_contacts
3.7385002316007165,-76.33518577303653,1,POINT (-76.33518577303653 3.738500231600717),top_contacts
3.740137706153682,-76.3327191154771,1,POINT (-76.3327191154771 3.740137706153682),top_contacts
3.7401452014867296,-76.33307938562265,1,POINT (-76.33307938562265 3.74014520148673),top_contacts
3.7406184356296754,-76.33241885703869,1,POINT (-76.33241885703869 3.740618435629675),top_contacts
3.739110639484758,-76.3341404488307,1,POINT (-76.33414044883069 3.739110639484758),top_contacts
3.7409497294034435,-76.33428167832834,1,POINT (-76.33428167832834 3.740949729403444),top_contacts
3.7424561231391027,-76.33186611878156,1,POINT (-76.33186611878156 3.742456123139103),top_contacts
3.7446659469162915,-76.33063173195742,1,POINT (-76.33063173195742 3.744665946916292),top_contacts
3.7426817052151344,-76.33005939850867,1,POINT (-76.33005939850867 3.742681705215134),top_contacts
3.7451733231490145,-76.33081798759594,1,POINT (-76.33081798759594 3.745173323149015),top_contacts
3.747023383563721,-76.3294213558326,1,POINT (-76.32942135583259 3.747023383563721),top_contacts
3.74656743810178,-76.32911952019836,1,POINT (-76.32911952019836 3.74656743810178),top_contacts
3.7472624175580114,-76.32994825031136,1,POINT (-76.32994825031136 3.747262417558011),top_contacts
3.7497389081581036,-76.32953228474534,1,POINT (-76.32953228474534 3.749738908158104),top_contacts
3.750019714094092,-76.3289023537582,1,POINT (-76.3289023537582 3.750019714094092),top_contacts
3.749531010523661,-76.3284557696389,1,POINT (-76.32845576963889 3.749531010523661),top_contacts
3.7511714376031216,-76.328997729593,1,POINT (-76.328997729593 3.751171437603122),top_contacts
3.7519964315583874,-76.3290260915217,1,POINT (-76.3290260915217 3.751996431558387),top_contacts
3.7548090370832305,-76.32508360021144,1,POINT (-76.32508360021144 3.754809037083231),top_contacts
3.755641390757736,-76.3272688376704,1,POINT (-76.3272688376704 3.755641390757736),top_contacts
3.752994599554802,-76.327986510076,1,POINT (-76.327986510076 3.752994599554802),top_contacts
3.7528274063139526,-76.32834235384986,1,POINT (-76.32834235384986 3.752827406313953),top_contacts
3.755266956230618,-76.32754832414817,1,POINT (-76.32754832414817 3.755266956230618),top_contacts
3.7534998336782186,-76.3264403468188,1,POINT (-76.3264403468188 3.753499833678219),top_contacts
3.7543265318734376,-76.32905780273394,1,POINT (-76.32905780273394 3.754326531873438),top_contacts
3.7562565866584947,-76.32696310242319,1,POINT (-76.32696310242319 3.756256586658495),top_contacts
3.755156936324604,-76.32642876522127,1,POINT (-76.32642876522127 3.755156936324604),top_contacts
3.753749619285439,-76.32866468285664,1,POINT (-76.32866468285664 3.753749619285439),top_contacts
3.7537443024274713,-76.32682849249129,1,POINT (-76.32682849249129 3.753744302427471),top_contacts
3.7537984733404905,-76.32590049546407,1,POINT (-76.32590049546407 3.753798473340491),top_contacts
3.75419413524555,-76.32689290575355,1,POINT (-76.32689290575355 3.75419413524555),top_contacts
3.7540631686836012,-76.32657538381308,1,POINT (-76.32657538381308 3.754063168683601),top_contacts
3.523064873491975,-76.29373800243863,1,POINT (-76.29373800243863 3.523064873491975),top_contacts
3.5164067619029034,-76.3032317368352,1,POINT (-76.3032317368352 3.516406761902903),top_contacts
3.531648661993595,-76.29509397785324,1,POINT (-76.29509397785324 3.531648661993595),top_contacts
3.5424072953334274,-76.30894179815263,1,POINT (-76.30894179815263 3.542407295333427),top_contacts
3.5193542546605627,-76.29940783054955,1,POINT (-76.29940783054955 3.519354254660563),top_contacts
3.5331721677715326,-76.29572245294423,1,POINT (-76.29572245294423 3.533172167771533),top_contacts
3.5330314998760817,-76.29436252031822,1,POINT (-76.29436252031822 3.533031499876082),top_contacts
3.4963266987787964,-76.4971560651662,1,POINT (-76.49715606516619 3.496326698778796),top_contacts
3.5509337030060437,-76.294955679297,1,POINT (-76.294955679297 3.550933703006044),top_contacts
3.531695742166532,-76.31683650040486,1,POINT (-76.31683650040486 3.531695742166532),top_contacts
3.7537057132626033,-76.32470136696332,1,POINT (-76.32470136696332 3.753705713262603),top_contacts
3.753547559419759,-76.32602574547687,1,POINT (-76.32602574547687 3.753547559419759),top_contacts
3.406640721940898,-76.49957611866743,1,POINT (-76.49957611866743 3.406640721940898),top_contacts
3.445080273835353,-76.47340051066593,1,POINT (-76.47340051066593 3.445080273835353),top_contacts
3.4600826812049057,-76.46379979865934,1,POINT (-76.46379979865934 3.460082681204906),top_contacts
3.532241059500908,-76.29580902947131,1,POINT (-76.29580902947131 3.532241059500908),top_contacts
3.5317240747155387,-76.29307959253065,1,POINT (-76.29307959253065 3.531724074715539),top_contacts
3.5333628298504025,-76.29432280813175,2,POINT (-76.29432280813175 3.533362829850403),top_contacts
3.598187379702872,-76.37633286899987,1,POINT (-76.37633286899987 3.598187379702872),top_contacts
3.598241393796969,-76.37575791630272,1,POINT (-76.37575791630272 3.598241393796969),top_contacts
3.598350892503964,-76.37541192972357,1,POINT (-76.37541192972357 3.598350892503964),top_contacts
3.458283857333174,-76.46163500280686,2,POINT (-76.46163500280686 3.458283857333174),top_contacts
3.597913475043839,-76.37472110947762,1,POINT (-76.37472110947762 3.597913475043839),top_contacts
3.596884212872691,-76.37461347876481,2,POINT (-76.37461347876481 3.596884212872691),top_contacts
3.5979319702563637,-76.37489460749467,1,POINT (-76.37489460749467 3.597931970256364),top_contacts
3.5967426294586393,-76.37587378010284,1,POINT (-76.37587378010284 3.596742629458639),top_contacts
3.5966438427624934,-76.3734477987923,1,POINT (-76.3734477987923 3.596643842762493),top_contacts
3.5969665892902154,-76.37521543886525,1,POINT (-76.37521543886525 3.596966589290215),top_contacts
3.595749735571332,-76.37575242592085,1,POINT (-76.37575242592085 3.595749735571332),top_contacts
3.459798187565907,-76.4631770084195,2,POINT (-76.46317700841951 3.459798187565907),top_contacts
3.518488454006471,-76.2898609731529,1,POINT (-76.2898609731529 3.518488454006471),top_contacts
3.519474049304714,-76.2887149064966,1,POINT (-76.28871490649659 3.519474049304714),top_contacts
3.5198247326998064,-76.29167788126844,1,POINT (-76.29167788126844 3.519824732699806),top_contacts
3.597075109540125,-76.37792749844085,1,POINT (-76.37792749844085 3.597075109540125),top_contacts
3.5974780449268433,-76.3754163723116,1,POINT (-76.37541637231161 3.597478044926843),top_contacts
3.597742175815895,-76.37377599498261,1,POINT (-76.37377599498261 3.597742175815895),top_contacts
3.5986723693031615,-76.37556839875967,2,POINT (-76.37556839875967 3.598672369303161),top_contacts
3.6614911494018907,-76.2588423628555,1,POINT (-76.2588423628555 3.661491149401891),top_contacts
3.6596369739109575,-76.25820695248824,1,POINT (-76.25820695248824 3.659636973910958),top_contacts
3.659523411276943,-76.25943928389924,1,POINT (-76.25943928389924 3.659523411276943),top_contacts
3.660920768830104,-76.25919377472658,1,POINT (-76.25919377472658 3.660920768830104),top_contacts
3.66040615976881,-76.25791251035284,1,POINT (-76.25791251035284 3.66040615976881),top_contacts
3.659278864262238,-76.25903243236691,1,POINT (-76.25903243236691 3.659278864262238),top_contacts
3.598376798413083,-76.37558733864236,1,POINT (-76.37558733864236 3.598376798413083),top_contacts
3.599422976282492,-76.37451453901625,2,POINT (-76.37451453901625 3.599422976282492),top_contacts
3.66060583284324,-76.25868265755452,2,POINT (-76.25868265755452 3.66060583284324),top_contacts
3.662135562142235,-76.25852674821834,3,POINT (-76.25852674821834 3.662135562142235),top_contacts
3.661186315797246,-76.25923110214272,1,POINT (-76.25923110214272 3.661186315797246),top_contacts
3.6607858017247126,-76.258132390839,1,POINT (-76.25813239083899 3.660785801724713),top_contacts
3.66026669355983,-76.2572096168554,1,POINT (-76.25720961685541 3.66026669355983),top_contacts
3.6620763293823324,-76.25881351314194,1,POINT (-76.25881351314194 3.662076329382332),top_contacts
3.6614033757215965,-76.25753230538714,1,POINT (-76.25753230538714 3.661403375721596),top_contacts
3.661205409885676,-76.25954166554173,1,POINT (-76.25954166554173 3.661205409885676),top_contacts
3.664087105181745,-76.25870824702233,1,POINT (-76.25870824702233 3.664087105181745),top_contacts
3.660547436746653,-76.25887336507911,1,POINT (-76.25887336507911 3.660547436746653),top_contacts
3.6612215165349085,-76.2579827599247,1,POINT (-76.2579827599247 3.661221516534908),top_contacts
3.6591880992754175,-76.25921933200485,1,POINT (-76.25921933200485 3.659188099275418),top_contacts
3.6623063234065025,-76.25897615552638,1,POINT (-76.25897615552638 3.662306323406503),top_contacts
3.6591782664515873,-76.25690455913532,1,POINT (-76.25690455913532 3.659178266451587),top_contacts
3.6610657013391026,-76.25941176899177,1,POINT (-76.25941176899177 3.661065701339103),top_contacts
3.6606884824440553,-76.25890558188549,1,POINT (-76.25890558188549 3.660688482444055),top_contacts
3.661734052549257,-76.2581413062011,1,POINT (-76.2581413062011 3.661734052549257),top_contacts
3.4636861406147323,-76.48558673706876,1,POINT (-76.48558673706876 3.463686140614732),top_contacts
3.661299648549438,-76.25927448150985,4,POINT (-76.25927448150985 3.661299648549438),top_contacts
3.6616985987266566,-76.2592519424088,1,POINT (-76.2592519424088 3.661698598726657),top_contacts
3.6611559701087533,-76.25829763465202,1,POINT (-76.25829763465202 3.661155970108753),top_contacts
3.660064763015738,-76.25826292125849,1,POINT (-76.25826292125849 3.660064763015738),top_contacts
3.6613558886254802,-76.25864669957483,1,POINT (-76.25864669957483 3.66135588862548),top_contacts
3.6588914738863596,-76.25826532811881,1,POINT (-76.25826532811881 3.65889147388636),top_contacts
3.6596674833607303,-76.25902940522481,1,POINT (-76.25902940522481 3.65966748336073),top_contacts
3.661106314483905,-76.25916492861315,1,POINT (-76.25916492861315 3.661106314483905),top_contacts
3.6608046436414012,-76.25983214712736,1,POINT (-76.25983214712736 3.660804643641401),top_contacts
3.661188783570598,-76.2565705506998,1,POINT (-76.25657055069981 3.661188783570598),top_contacts
3.6604870920631822,-76.25844052249833,1,POINT (-76.25844052249833 3.660487092063182),top_contacts
3.6603773077321904,-76.25928952993539,1,POINT (-76.25928952993539 3.66037730773219),top_contacts
3.6603657059874983,-76.25861073251028,1,POINT (-76.25861073251028 3.660365705987498),top_contacts
3.6619062897035106,-76.2588599438285,1,POINT (-76.2588599438285 3.661906289703511),top_contacts
3.6602051728314557,-76.25664063220395,1,POINT (-76.25664063220395 3.660205172831456),top_contacts
3.6597731150617436,-76.25945730333648,1,POINT (-76.25945730333648 3.659773115061744),top_contacts
3.6608054948977515,-76.2579378999199,1,POINT (-76.2579378999199 3.660805494897752),top_contacts
3.660735802597317,-76.25842441727588,2,POINT (-76.25842441727588 3.660735802597317),top_contacts
3.6618641705591024,-76.25923977589373,1,POINT (-76.25923977589373 3.661864170559102),top_contacts
3.6595828439020734,-76.2583255065098,1,POINT (-76.25832550650981 3.659582843902073),top_contacts
3.659178157152469,-76.2580162017437,1,POINT (-76.2580162017437 3.659178157152469),top_contacts
3.661324821544827,-76.25793796830975,1,POINT (-76.25793796830975 3.661324821544827),top_contacts
3.661350685657221,-76.25851953233226,1,POINT (-76.25851953233226 3.661350685657221),top_contacts
3.660235725489272,-76.2584036278472,2,POINT (-76.2584036278472 3.660235725489272),top_contacts
3.6607296689033393,-76.26022398741155,1,POINT (-76.26022398741155 3.660729668903339),top_contacts
3.6616573961837693,-76.25875211837834,1,POINT (-76.25875211837834 3.661657396183769),top_contacts
3.661867119566311,-76.25832495796533,1,POINT (-76.25832495796533 3.661867119566311),top_contacts
3.424242328200433,-76.50165454510683,1,POINT (-76.50165454510683 3.424242328200433),top_contacts
3.4286239482060106,-76.49316322581781,1,POINT (-76.49316322581781 3.428623948206011),top_contacts
3.446926605840019,-76.47626884272105,1,POINT (-76.47626884272105 3.446926605840019),top_contacts
3.4737407065563155,-76.48188088063704,1,POINT (-76.48188088063704 3.473740706556316),top_contacts
3.595410990528436,-76.37467090629917,1,POINT (-76.37467090629917 3.595410990528436),top_contacts
3.5987262565775264,-76.37415521263661,6,POINT (-76.37415521263661 3.598726256577526),top_contacts
3.5967556003296917,-76.37394313600515,1,POINT (-76.37394313600515 3.596755600329692),top_contacts
3.66099003535582,-76.25856886895265,1,POINT (-76.25856886895265 3.66099003535582),top_contacts
3.659848042156457,-76.2608373565408,1,POINT (-76.2608373565408 3.659848042156457),top_contacts
3.66115884905702,-76.25782462889872,1,POINT (-76.25782462889872 3.66115884905702),top_contacts
3.6616692524920014,-76.25813551486564,1,POINT (-76.25813551486564 3.661669252492001),top_contacts
3.660984309095869,-76.25758007390372,2,POINT (-76.25758007390372 3.660984309095869),top_contacts
3.6604534890205973,-76.26001611278329,1,POINT (-76.26001611278329 3.660453489020597),top_contacts
3.6603905694794725,-76.25872283987249,1,POINT (-76.25872283987249 3.660390569479473),top_contacts
3.6619431971610514,-76.25779191665235,1,POINT (-76.25779191665235 3.661943197161051),top_contacts
3.6607567460799997,-76.25951016339152,1,POINT (-76.25951016339152 3.66075674608),top_contacts
3.660773378789864,-76.2581623334861,1,POINT (-76.2581623334861 3.660773378789864),top_contacts
3.6608828910404747,-76.25996870299221,1,POINT (-76.25996870299221 3.660882891040475),top_contacts
3.6615003056819435,-76.26043626219122,1,POINT (-76.26043626219122 3.661500305681944),top_contacts
3.6608726564981273,-76.25827819890905,1,POINT (-76.25827819890905 3.660872656498127),top_contacts
3.6603494537845953,-76.25925653748021,1,POINT (-76.25925653748021 3.660349453784595),top_contacts
3.661512536823068,-76.25964806599218,5,POINT (-76.25964806599218 3.661512536823068),top_contacts
3.417967387050572,-76.50694878255378,1,POINT (-76.50694878255378 3.417967387050572),top_contacts
3.4180878617165957,-76.50686829641803,1,POINT (-76.50686829641803 3.418087861716596),top_contacts
3.4199698804240652,-76.50517856417409,1,POINT (-76.50517856417409 3.419969880424065),top_contacts
3.4173524615904367,-76.50851562772742,1,POINT (-76.50851562772742 3.417352461590437),top_contacts
3.4197415347085407,-76.50467869949117,1,POINT (-76.50467869949117 3.419741534708541),top_contacts
3.4187968437354757,-76.50727129068316,1,POINT (-76.50727129068316 3.418796843735476),top_contacts
