method,percentage,value,change
random,0.15000000000000002,5.2426734350218265,-7.096045668739305
random,0.2,5.2314389866765225,-7.29512819580208
random,0.25,5.201606023489944,-7.8237898192664295
random,0.30000000000000004,5.046167550460498,-10.578271664956372
random,0.35000000000000003,4.838814984797312,-14.25270867302116
random,0.4,4.731586992748694,-16.1528660259035
random,0.45,4.615822552693118,-18.2042953940313
random,0.5,4.390903975292149,-22.190014798853376
random,0.55,4.269909202581289,-24.334129433795198
eigenvector,0.0,5.643111181606112,-4.170877972202816e-12
eigenvector,0.05,3.692955114201039,-34.55817198430926
eigenvector,0.1,3.6781597515864144,-34.82035648038742
eigenvector,0.15000000000000002,3.3547949559433037,-40.55061387274776
eigenvector,0.2,3.3234042760861975,-41.10687935905297
eigenvector,0.25,3.3234042760867473,-41.106879359043226
eigenvector,0.30000000000000004,3.3234042760865177,-41.10687935904729
eigenvector,0.35000000000000003,3.323404276086804,-41.10687935904222
eigenvector,0.4,3.323404276087076,-41.1068793590374
eigenvector,0.45,3.323404276085567,-41.106879359064145
eigenvector,0.5,2.6855439326709867,-52.41022467491896
eigenvector,0.55,2.6855439326708748,-52.41022467492094
pagerank,0.0,5.643111181603463,-5.110505953110394e-11
pagerank,0.05,3.3802348277920053,-40.0998009961271
pagerank,0.1,3.323404276086559,-41.10687935904656
pagerank,0.15000000000000002,3.3234042760860247,-41.10687935905603
pagerank,0.2,3.323404276086422,-41.10687935904898
pagerank,0.25,2.8557725066362036,-49.393651573894914
pagerank,0.30000000000000004,2.855772506636544,-49.39365157388889
pagerank,0.35000000000000003,2.000000000000117,-64.55855758222357
pagerank,0.4,2.000000000000033,-64.55855758222505
pagerank,0.45,2.00000000000008,-64.55855758222422
pagerank,0.5,2.000000000000233,-64.55855758222151
pagerank,0.55,2.000000000000113,-64.55855758222364
random,0.0,11.30950302330677,-1.680623643887132e-12
random,0.05,10.57724063904923,-6.474752982059972
random,0.1,10.095093593807348,-10.737955743916597
random,0.15000000000000002,9.40684281265437,-16.82355278327908
random,0.2,9.030408489179678,-20.152030813648096
random,0.25,8.774017274043374,-22.419073093118076
random,0.30000000000000004,8.430279103556245,-25.458447765716357
random,0.35000000000000003,7.373955217525433,-34.79859192460564
random,0.4,6.994014783057261,-38.158071414422125
random,0.45,6.473787345287216,-42.757985634330325
random,0.5,6.250615877179305,-44.73129487389632
random,0.55,6.104645598943289,-46.02198181155569
eigenvector,0.0,11.30950302330702,5.340299429174065e-13
eigenvector,0.05,9.522582441372826,-15.800168922114386
eigenvector,0.1,8.224975548695692,-27.273766745139742
eigenvector,0.15000000000000002,7.923994851066652,-29.93507464707646
eigenvector,0.2,7.898868785818814,-30.157242369177578
eigenvector,0.25,7.893502230434523,-30.20469410399945
eigenvector,0.30000000000000004,7.893502230434919,-30.204694103995944
eigenvector,0.35000000000000003,7.863549929904478,-30.469535984923112
eigenvector,0.4,7.8635499299040506,-30.469535984926893
eigenvector,0.45,7.863549929904266,-30.469535984924985
eigenvector,0.5,7.863549929904208,-30.4695359849255
eigenvector,0.55,6.6882062236390585,-40.86206785695353
pagerank,0.0,11.30950302330725,2.5759091364251373e-12
pagerank,0.05,9.522582441372785,-15.800168922114748
pagerank,0.1,8.866743691517065,-21.599174842217053
pagerank,0.15000000000000002,8.367096348384248,-26.01711736456423
pagerank,0.2,7.166425283288705,-36.633596821010414
pagerank,0.25,6.941546415224589,-38.62200309846291
pagerank,0.30000000000000004,5.562408386517768,-50.81650913347305
pagerank,0.35000000000000003,4.762627661987612,-57.888267484675076
pagerank,0.4,4.7015621187163585,-58.42821643862475
pagerank,0.45,4.701562118716323,-58.42821643862508
pagerank,0.5,3.5502957746012758,-68.60785334877474
pagerank,0.55,3.5502957746012687,-68.6078533487748
